Type,Extent,Date,Image_URL,Description,Identifier,Creator,Publisher,Language,Location,Subject,Title
cartographic,"1 map : color, mounted on cloth backing ; 199 x 153 cm",1931,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7821/g7821a/ct007520.gif,Relief shown pictorially./Includes illustrations./Insets: January isotherms -- July isotherms./LC Copy: Sectioned to 16 panels to enable folding./Available also through the Library of Congress Web site as a raster image.,http://hdl.loc.gov/loc.gmd/g7821a.ct007520,"Primakoff, G., cartographer./Diakoff, John A., compiler./Sergeeff, P. engraver.","[Harbin] : Northern Trading Co. Ltd. & Mr. V.F. Yao-hsiun, 1931., [Harbin] : Printed by the Lithography of the Northern Trading Co., Ltd.",eng/chi,China,China--Maps/China,Xiang xing Zhonghua Minguo ren wu yu di quan tu = Map of China
cartographic,"1 map : ms., col. ; 31 x 103 cm., sheet 31 x 132 cm., folded and attached to 2 wooden boards in portfolio 31 x 15 cm.",1859,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823z/ct003304.gif,"Pictorial map./Covers from Zhangbikou to Damiaoji in Anlu Fu, Zhongxiang Xian, Hubei Sheng./Relief shown pictorially./Panel title./Brush-and-ink and watercolor./Oriented with north to the right./Annotated with red labels pasted on to show status of construction for sections of levees./Also shows total length and section lengths of 18 projects along Xiang He [Xiang River] in Hubei Sheng./Available also through the Library of Congress Web site as a raster image./Previous call number: G7823.Z72N2 1858 .Z5 Vault Shelf",http://hdl.loc.gov/loc.gmd/g7823z.ct003304,,[Between 1859 and 1875],chi,China--Zhongxiang Xian/Zhongxiang Xian (China),Levees--China--Zhongxiang Xian--Maps/Zhongxiang Xian (China)--Maps/China--Zhongxiang Xian,Zhongxiang Xian bu di shi ba gong quan tu.
cartographic/collection,"41 map sheets in 37 folders in 1 drawer : some color, some photocopies ; various sizes",1927,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:54:ca-054:ca-054-31-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-054/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-054,,"[Various places] : [various publishers], [1927-1967]",eng,California,California--Maps/United States--California,[Maps of California--various subjects Pi-Por]
cartographic/collection,"70 map sheets in 40 folders in 1 drawer : some color, some photocopies ; various sizes",1883,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ca:-0:33:ca-033:ca-033-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-033,,"[Various places] : [various publishers], [1883-1965]",eng,California,Gold mines and mining--California--Maps/Mines and mineral resources--California--Maps/California--Maps/United States--California,[Maps of California--various subjects mines & minerals-minerals]
cartographic,col. map 63 x 94 cm.,1867,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7824/g7824h/ct003295.gif,"Scale ca. 1:7,000./Pen-and-ink and watercolor./Title supplied./Oriented with north to the right./Relief shown pictorially./Pictorial map./Hummel purchase 1930, no. 32./Available also through the Library of Congress Web site as a raster image./Previous call number: G7824.H2A5 1874 .Z5 Vault Shelf/AACR2: 651/1; 650/2/Originally mounted on scroll",http://hdl.loc.gov/loc.gmd/g7824h.ct003295,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.","[Qing Tongzhi 6 nian, 1867]",chi,Hangzhou Shi (China),Hangzhou Shi (China)--Maps/China--Hangzhou Shi,[Zhejiang Sheng yuan fang xiang quan tu].
cartographic/collection,"50 map sheets in 46 folders in 1 drawer : some color, some photocopies ; various sizes",1910,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:57:ks-057:ks-057-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas cities and towns, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps and may also show various subjects, such as land owners and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-057,,"[Various places] : [various publishers], [from approximately 1910 to 1967]",eng,Kansas/Hutchinson (Kan.)/Independence (Kan.),Cities and towns--Kansas--Maps/Landowners--Kansas--Maps/Hutchinson (Kan.)--Maps/Independence (Kan.)--Maps/United States--Kansas,[Maps of Kansas--cities and towns Hut-J]
cartographic,col. map 90 x 90 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823s/ct003375.gif,"Scale ca. 1:25,000./Shows rivers in Song Xian, Henan Sheng./Cover title./Manuscript on silk./Labels pasted on to show physical features./Imperfect: Text incomplete./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Hummel purchase 1934, no. 29./Available also through the Library of Congress Web site as a raster image./Includes text./Previous call number: G7823.S7C3 1767 .S6 Vault Shelf/AACR2: 700/1",http://hdl.loc.gov/loc.gmd/g7823s.ct003375,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,China--Song Xian/Song Xian (China),Rivers--China--Song Xian--Maps/Song Xian (China)--Maps/China--Song Xian,Song Xian he tu.
cartographic,"1 map on 2 sheets : col., cloth backing ; 98 x 145 cm., sheets 102 x 76 cm., folded to 51 x 76 cm.",1939 d1943,https://tile.loc.gov/storage-services/service/gmd/gmd9/g9112/g9112n/ct002339.gif,"Covers northwestern Europe (North Sea region) including Iceland, northern Russia, Germany, northern France, and intervening land and sea areas./Shows aircraft invasion routes from U.S./U.K., German invasion route of Norway, principal areas bombed by the Allies, principal areas of naval engagements, Allied air bases, Allied naval bases, and German targeted facilities./Relief shown by shading./Pictorial map drawn to resemble a long-distance northward perspective aerial view from outer space./Printed by ""*U.S. Government Printing Office : 1944--O-566403""./Available also through the Library of Congress Web site as a raster image./Includes chronology of military operations and coverage map (inset)./""Nav. Pers 100046.""",http://hdl.loc.gov/loc.gmd/g9112n.ct002339,United States. Bureau of Naval Personnel. Training Aids./United States. Bureau of Naval Personnel. Educational Services Section.,"Washington, D.C. : Distributed by the Educational Services Section, Bureau of Naval Personnel, Navy Dept., [1944]",eng,North Sea Region/Europe,"World War, 1939-1945--Campaigns--North Sea Region--Maps/World War, 1939-1945--Campaigns--Europe--Maps/World War, 1939-1945--North Sea Region--Aerial operations, American--Maps/World War, 1939-1945--Europe--Aerial operations, American--Maps/World War, 1939-1945--North Sea Region--Naval operations, American--Maps/World War, 1939-1945--Europe--Naval operations, American--Maps/World War, 1939-1945--North Sea Region--Aerial views/World War, 1939-1945--Europe--Aerial views/North Sea Region/Europe",World War 2 in the North Sea area / Training Aids.
cartographic,"1 map on 2 sheets : col., cloth backing ; 98 x 146 cm, sheets 102 x 76 cm, folded to 51 x 76 cm",1939 d1943,https://tile.loc.gov/storage-services/service/gmd/gmd9/g9112/g9112n/ct011954.gif,"Covers Southwest Pacific Region including Iceland, northern Russia, Germany, northern France, and intervening land and sea areas./Shows aircraft invasion routes from U.S./U.K., German invasion route of Norway, principal areas bombed by the Allies, principal areas of naval engagements, Allied air bases, Allied naval bases, and German targeted facilities./Relief shown by shading./Pictorial map drawn to highlight resemble a long-distance northward perspective aerial view from outer space./Insets: Air distances in the Southwest Pacific--The Solomons campaign, August 1942 to August 1943./Includes text, chronology of the Solomons, coverage map (inset), and color illustrations./""U.S. Government Printing Office : 1944--O--566403.""/""NAVPERS 100056.""/Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/g9112n.ct011954,"United States. Bureau of Naval Personnel. Training Aids, cartographer./United States. Bureau of Naval Personnel. Educational Services Section, cartographer.","Washington, D.C. : Distributed by the Educational Services Section, Bureau of Naval Personnel, Navy Department, [1944], Washington, D.C. : Government Printing Office, 1944.",eng,Oceania/Australia,"World War, 1939-1945--Campaigns--Oceania--Maps/World War, 1939-1945--Campaigns--Australia--Maps/World War, 1939-1945--Oceania--Aerial operations, American--Maps/World War, 1939-1945--Australia--Aerial operations, American--Maps/World War, 1939-1945--Oceania--Naval operations, American--Maps/World War, 1939-1945--Australia--Naval operations, American--Maps/World War, 1939-1945--Oceania--Aerial views/World War, 1939-1945--Australia--Aerial views/Oceania/Australia",Southwest Pacific / Training Aids.
cartographic,"1 view : col. ; 28 x 42 cm., on sheet 52 x 69 cm.",1581 d1932,https://tile.loc.gov/storage-services/service/gmd/gmd5/g5754/g5754s/ct003534.gif,"Pictorial literary map designed as a bird's-eye view of the town center showing Shakespearean landmarks and other points of interest dated 1581 to 1932./Oriented with north toward the upper right./""Published by Pictorial Maps Ltd. for the Travel Association of Great Britain and N. Ireland (Tourist Division of the British Tourist and Holidays Board) ... London S.W.1, England.""/Includes notes, quotations, col. ill. of scenes from Shakespeare plays, col. ill. of Shakespeare homes, and coats-of-arms./Available also through the Library of Congress Web site as a raster image./LMP",https://hdl.loc.gov/loc.gmd/g5754s.ct003534,Pictorial Maps Ltd/Travel Association of the United Kingdom of Great Britain and Northern Ireland,"[London?] : Pictorial Maps Ltd., [196-?]",eng,England--Stratford-upon-Avon/Stratford-upon-Avon (England),"Literary landmarks--England--Stratford-upon-Avon--Maps/Stratford-upon-Avon (England)--Aerial views/Stratford-upon-Avon (England)--Maps/Shakespeare, William,--1564-1616--Homes and haunts--England--Stratford-upon-Avon--Maps/Shakespeare, William,--1564-1616--Dramatic production--Pictorial works/England--Stratford-upon-Avon",Stratford-upon-Avon
cartographic,"1 map : col., mounted on paper backing ; 32 x 44 cm., folded in cover 36 x 26 cm.",1800,https://tile.loc.gov/storage-services/service/gmd/gmd3/g3201/g3201a/ct007196.gif,"Shows countries of the world, their people, and distances from Japan./Also shows the continents (Asia, Europe, Libya [i.e. Africa], North and South America), the oceans, some capitals, the equator, and the tropics./Pictorial map./Relief shown pictorially./Japanese./Cover and cover title added of a later date./Wood block print./Includes explanatory notes./LC copy: Hand-drawn and colored anatomical drawings on verso of backing paper./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3201a.ct007196,,"[Japan : s.n., 18--?]",jpn,,Ethnology--Maps/Earth (Planet),Sekai bankoku Nihon yori kaijō risū kunijirushi ōjō jinbutsuzu.
cartographic,1 online resource.,1672,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:14:43:5_:00:1:wdl_14435_001:0017/full/pct:3.125/0/default.jpg,"Title devised, in English, by Library staff./Original resource extent: 2 scrolls ; 41 centimeters./Original resource at: National Diet Library./Content in Japanese./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.14435,,"Kyoto : Nishida Shobee, 1672.",jpn,,Japan/1672/Description and travel/Pictorial maps,Map of the Sea and Land Routes from Edo to Nagasaki.
cartographic,col. map 90 x 90 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823m/ct003371.gif,"Scale ca. 1:25,000./Shows rivers, mountains, towns, and roads in Mengjin Xian, Henan Province./Cover title./Manuscript on silk./Labels pasted on to show physical features./Oriented with north to the bottom./Pictorial map./Relief shown pictorially./Hummel purchase 1934, no. 26./Available also through the Library of Congress Web site as a raster image./Includes text./Previous call number: G7823.M4C3 1767 .M4 Vault Shelf/AACR2: 700/1",http://hdl.loc.gov/loc.gmd/g7823m.ct003371,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,China--Mengjin Xian/Mengjin Xian (China),Rivers--China--Mengjin Xian--Maps/Mengjin Xian (China)--Maps/China--Mengjin Xian,Mengjin Xian he tu.
cartographic,col. map 46 x 43 cm.,1724,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823b/ct003288.gif,"Scale ca. 1:5,000./Title pasted on verso./Shows city walls, fortresses with watch towers, villages, temples, houses, and roads of Baode Zhou in Shanxi Province./Relief shown pictorially./Pictorial map./Pen-and-ink and watercolor./Available also through the Library of Congress Web site as a raster image./Includes red labels which indicates place names, points of interest, and distance between places./Previous call number: G7823.B3A5 1820 .B3 Vault/AACR2",http://hdl.loc.gov/loc.gmd/g7823b.ct003288,,[Between 1724 and 1764],chi,Baode Xian (China),Baode Xian (China)--Maps/China--Baude Xian,Baode Zhou cheng tu.
cartographic,"2 maps on 1 sheet : col. ; each 42 x 31 cm., sheet 46 x 64 cm.",1789,https://tile.loc.gov/storage-services/service/gmd/gmd5/g5754/g5754l/ct003533.gif,Pictorial literary maps./Includes col. ill. and coat-of-arms./Available also through the Library of Congress Web site as a raster image./LC copy 1 laminated and mounted on cloth backing./LMP,https://hdl.loc.gov/loc.gmd/g5754l.ct003533,"Henry, Everett","Cleveland : Harris-Seybold Co., c1957.",eng,England--London/France--Paris/London (England)/Paris (France),"Literary landmarks--England--London--Maps/Literary landmarks--France--Paris--Maps/Dickens, Charles,--1812-1870.--Tale of two cities--Maps/London (England)--Maps/Paris (France)--Maps/England--London/France--Paris",A tale of two cities : from the book by Charles Dickens : [central London and central Paris]
cartographic,"1 map : color ; 51 x 88 cm, folded to 16 x 13 cm",1870,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/ct011181.gif,"Pictorial map of Manhattan (New York City) south of 62nd Street showing face-front and 3-dimensional drawings of public buildings and major businesses./Also shows streetcar lines and images of boats/ships in the rivers./Oriented with north toward the lower left./""Entered according to Act of Congress in the year 1870 by G.H. Bartlett, in the Office of the Librarian of Congress at Washington.""/LC copy imperfect: Lead-pencil annotation, darkened area on 2 panels on verso probably caused by attachment of cover (now missing)./Includes note in lower margin./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/g3804n.ct011181,"Bartlett, G. H., active 1870./Major & Knapp Engraving, Manufacturing & Lithographic Co., printer.","New York : G.H. Bartlett, 1870., N.Y. [New York] : Steam press of the Major & Knapp Eng. Mfg. & Lith. Co.",eng,"New York (State)--New York/Manhattan (New York, N.Y.)","Public buildings--New York (State)--New York--Maps/Business enterprises--New York (State)--New York--Maps/Street-railroads--New York (State)--New York--Maps/Manhattan (New York, N.Y.)--Maps/United States--New York (State)--New York--Manhattan","Bartlett's illustrated map of New York City : or stranger's guide showing the public buildings, places of amusement & its' [thus] various architectural features"
cartographic,1 map : mounted on cloth ; 24 x 18 cm.,1896,https://tile.loc.gov/storage-services/service/gmd/gmd8/g8314/g8314d/ct011331.gif,"Shows ""The Dongola Campaign"", where Kitchener commanded the Anglo-Egyptian forces at the battles of ""Firket"" and ""Hafir"" against the Dervishes of the Mahdi movement in Sudan before going on to Dongola. The forces entered Dongola in September 1896./Gift; A.P. Loper; Dec. 13, 1940./Map is published in the New York Herald, Sept. 21, 1896./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/g8314d.ct011331,"New York Herald Company./Kitchener, Horatio Herbert Kitchener, Earl, 1850-1916/Mahdī, Muḥammad Aḥmad, 1848-1885.","New York : N.Y. Herald Co., [1896]",eng,Dunqulah (Sudan)/Sudan,Dunqulah (Sudan)--Maps/Sudan--History--1881-1899/Sudan--Dunqulah,Map showing the British advance upon Dongola.
cartographic,"1 map : col. ; 50 x 72 cm., folded to 17 x 13 cm.",1864,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964k/ct011896.gif,"Street map of Kyoto, showing temples, shrines, palaces, mansions, etc./Relief shown pictorially in surrounding area./Japanese./Panel title./Oriented with north to the left./Includes col. ill./Available also through the Library of Congress Web site as a raster image./Acquisitions control no. 96-11h",https://hdl.loc.gov/loc.gmd/g7964k.ct011896,,"[Kyoto? : s.n., 1864?]",jpn,Kyoto (Japan),"Kyoto (Japan)--Maps/Kyoto (Japan)--Buildings, structures, etc.--Maps/Japan--Kyoto",Genji shinsen kōto saikenzu.
cartographic/collection,"53 map sheets in 39 folders in 1 drawer : some color, some photocopies ; various sizes",1884,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:pa:-1:60:pa-160:pa-160-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Philadelphia showing various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.pa-160,,"[Various places] : [various publishers], [from approximately 1884 to 1960]",eng,Pennsylvania--Philadelphia/Philadelphia (Pa.),City planning--Pennsylvania--Philadelphia--Maps/Postal service--Pennsylvania--Philadelphia--Maps/Philadelphia (Pa.)--Maps/United States--Pennsylvania,[Maps of Pennsylvania--Philadelphia subjects Pe-Pz]
cartographic/collection,"27 map sheets in 20 folders in 1 drawer : some color, some photocopies ; various sizes",1941,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:53:ca-053:ca-053-13-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-053/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-053,,"[Various places] : [various publishers], [1941-1963]",eng,California,California--Maps/United States--California,[Maps of California--various subjects Physical 1941-1963]
cartographic,1 map : col. ; 56 x 82 cm.,1946,https://tile.loc.gov/storage-services/service/gmd/gmd370/g3701/g3701s/ct003097.gif,Pictorial map./Shows scenes from America's history with names of historical events superimposed on a map of the United States./Available also through the Library of Congress Web site as a raster image.,http://hdl.loc.gov/loc.gmd/g3701s.ct003097,"Bohrod, Aaron/Associated American Artists","[New York : Associated American Artists], c1946.",eng,United States,United States--Historical geography--Maps/United States,"Bohrod's America, its history"
cartographic/collection,"39 map sheets in 23 folders in 1 drawer : some color, some photocopies ; various sizes",1931,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:12:ca-012:ca-012-08-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-012/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-012,,"[Various places] : [various publishers], [1931-1949]",eng,California,California--Maps/United States--California,"[Maps of California, from 1931-1949]"
cartographic,col. map on sheet 54 x 63 cm. fold. to 16 x 13 cm.,1804,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964t/ct002120.gif,"Title from verso./Manuscript./Oriented with north toward the upper right./Relief shown pictorially./Japanese./Pictorial map./Shows villages in the province of Musashi which later grew together to form city of Edo, during the Chōroku period (1457-1459)./Includes text dated 1778./Available also through the Library of Congress Web site as a raster image./Vault/AACR2/Note hand-writing in red ink 安永 7年 [1778], 文化元年 [1804] 狩野〓川家蔵.""",http://hdl.loc.gov/loc.gmd/g7964t.ct002120,,[Japan : publisher not identified] Bunka 1 [1804?],jpn,Tokyo (Japan)/Japan,Tokyo (Japan)--Maps/Japan--History--1333-1600--Maps/Manuscript maps/Japan--Tokyo,Chōroku Edo zu utsushi.
cartographic/collection,"49 map sheets in 29 folders in 1 drawer : some photocopies, some color ; various sizes",1930,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ME:16:ME16:ME_16_00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Maine showing various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ME16,,"[Various places] : [various publishers], [approximately 1930-1960]",eng,Maine,Power resources--Maine--Maps/Maine--Population--Maps/United States--Maine,[Maps of Maine--various subjects Pi-Pz]
cartographic,"1 map ; 35 x 56 cm, folded to 21 x 31 cm",1932,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3804/g3804n/ct007809.gif,"Pictorial map of entertainment, restaurant, and speakeasy facilities in the Harlem district, Manhattan, New York City./At foot of principal title: The stars indicate the places that are open all night. The only important omission is ... the various speakeasies but since there are about 500 of them you won't have much trouble./Oriented with north toward the lower right./Purchase; Madison Council using Edwin L. Cox American Legacy funds; 2016./The map sheet has been removed from the folded periodical newspaper: Manhattan--a weekly for wakeful New Yorkers, January 18, 1933, pages 7 to 10./The copyright date given within the map border is 1932; on page 3 of the accompanying newspaper it is 1933./LC copy imperfect: Use-worn, torn at fold lines, page edges wrinkled./Accompanied by folded newspaper: Manhattan published weekly and copyrighted 1933 by Dell Publishing Company, Inc. ... Volume 1, Number 1, January 18, 1933, 16 pages./Includes text in lower margin, location notes in map area, pictorial compass rose, and the personal names of club/restaurant proprietors./Text and humorous illustrations on verso./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3804n.ct007809,"Campbell, E. Simms (Elmer Simms), 1906-1971, cartographer./Dell Publishing Company, publisher.","New York, N.Y. : Dell Publishing Company, Inc., [1933], © 1933",eng,"New York (State)--New York/Harlem (New York, N.Y.)","Harlem (New York, N.Y.)--Maps/Nightclubs--New York (State)--New York--Maps/Restaurants--New York (State)--New York--Maps/Bars (Drinking establishments)--New York (State)--New York--Maps/United States--New York (State)--New York--Harlem/United States--New York (State)--New York",A night-club map of Harlem
cartographic,1 online resource.,1914,https://tile.loc.gov/image-services/iiif/service:gdc:gdcwdl:wd:l_:18:96:5:wdl_18965:cart163097/full/pct:3.125/0/default.jpg,"Title devised, in English, by Library staff./Original resource extent: 1 map : color ; 40 x 58.5 centimeters./Original resource at: National Library of Brazil./Content in Portuguese./Description based on data extracted from World Digital Library, which may be extracted from partner institutions.",https://hdl.loc.gov/loc.wdl/wdl.18965,"Pederneiras, Raúl, born 1874 Artist.","Rio de Janeiro : Globo, 1914-08-22.",por,,"Brazil/1914/Caricatures and cartoons/Maps/Pictorial maps/World War, 1914-1918",A Troubled Europe. Map of the Conflagration.
cartographic,"2 maps on 2 sheets : both sides ; 80 x 188 cm. and 79 x 117 cm., each sheet 86 x 61 cm.",1891,https://tile.loc.gov/storage-services/service/gmd/gmd384/g3844/g3844b/ct003394r.gif,"Pictorial map of Baltimore city center containing 3-dimensional drawings of numerous office buildings./""Made from actual photographic views at an expense of many thousand dollars and two year's time.""/Northern-half map oriented with north to the right./Available also through the Library of Congress Web site as a raster image./""Copyrighted 1891 by E. Lloyd.""/Each map printed in 2 segments./LC copies imperfect: Fold-lined./2 copies/Original control no.: unk82060200",http://hdl.loc.gov/loc.gmd/g3844b.ct003394r/http://hdl.loc.gov/loc.gmd/g3844b.ct003394v,"Lloyd, James T./Friedenwald Co.","[New York?: s.n.], c1891",eng,Maryland--Baltimore/Baltimore (Md.),"Baltimore (Md.)--Buildings, structures, etc.--Maps/Office buildings--Maryland--Baltimore--Maps/Central business districts--Maryland--Baltimore--Maps/United States--Maryland--Baltimore",Lloyd's Baltimore elevated building map : of the five hundred million business district of Baltimore
cartographic/collection,"39 map sheets in 30 folders in 1 drawer : some color ; various sizes/1 drawer of maps : some color, some photocopies ; various sizes",1896,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ca:-0:49:ca-049:ca-049-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-049,,"[Various places] : [various publishers], [1896-1931]",eng,Yosemite National Park (Calif.),Yosemite National Park (Calif.)--Maps/United States--California,[Maps of California--various subjects parks Yosemite 1896-1931]
cartographic,1 view : col. ; 42 x 58 cm.,1937,https://tile.loc.gov/storage-services/service/gmd/gmd428/g4282/g4282g/ct003339.gif,A panoramic view./Relief shown pictorially./Available also through the Library of Congress Web site as a raster image./Inset map of dam area with north oriented towards the lower right.,http://hdl.loc.gov/loc.gmd/g4282g.ct003339,"Lindgren, Jolly.","Spokane, Wash. : Lindgren Bros., c1937.",eng,Grand Coulee Dam Region (Wash.)/Grand Coulee (Wash. : Coulee)/Sun Lakes State Park (Wash.),Grand Coulee Dam Region (Wash.)--Maps/Grand Coulee (Wash. : Coulee)--Maps/Sun Lakes State Park (Wash.)--Maps/United States--Washington (State)--Grand Coulee Dam Region/United States--Washington (State)--Grand Coulee (Coulee)/United States--Washington (State)--Sun Lakes State Park,"A cockeyed hysterical map of the Grand Coulee Dam, Grand Coulee and Dry Falls State Park : which combined should make a pretty good souvenir --- don't you think?"
