Type,Extent,Date,Image_URL,Description,Identifier,Creator,Publisher,Language,Location,Subject,Title
cartographic,"1 map and 4 views : hand col. ; 41 x 54 cm. or smaller, on sheets ca. 51 x 64 cm. or smaller.",158509 d158607,https://tile.loc.gov/storage-services/service/gmd/gmd3m/g3291m/g3291sm/grb00002/ca000001r.gif,"The first engraving is a map of Drake's voyage [showing Europe, western Africa, northern South America, and eastern North America]; the four other engravings consist of bird's-eye battle plan views of the cities of Santiago, Santo Domingo, Cartagena, and St. Augustine, Florida./4 bird's-eye views and 1 map./Relief shown pictorially on bird's-eye views./Voyage map in English; city maps in Latin./Title supplied by cataloger./Map and views created to illustrate Bigges' and Croftes' Summarie and true discourse of Sir Frances Drake's West Indian voyage, 1589./Provenance: Gift of Jay I. Kislak Foundation./Orientation varies./Kraus, H.P. Sir Francis Drake, p. 121-7/Available also through the Library of Congress Web site as a raster image./Includes hand col. ill./Select features alphabetically indexed on bird's-eye views, views not accompanied by index key./""The verso of each sheet is numbered in ink in an identical early hand ""1 [through] 5"" in the following sequence: 1. 'Voyadge', 2. S. Domingo, 3. Cartagena, 4. S. Augustine, 5. Santiago.""--Auction catalog./All sheets vertically fold-lined at center./Kislak accession no. 1991.322.01.0003/Kislak accession no. 1991.322.02.0003/Kislak accession no. 1991.322.03.0003/Kislak accession no. 1991.322.04.0003/Kislak accession no. 1991.322.05.0003/Former call number: G3934.S2 1589 .B6/G3934.S2 1589 .B6 Copy 1 previously shelved under: G3934.S2 1589 .W4 Copy 1. he01 2009-05-04.",http://hdl.loc.gov/loc.gmd/g3291sm.grb00002/http://hdl.loc.gov/loc.gmd/g3934s.ct000068,"Boazio, Baptista./Bigges, Walter, -1586./Croftes, Lieutenant./Jay I. Kislak Collection (Library of Congress)/Hans and Hanni Kraus Sir Francis Drake Collection (Library of Congress)","[London? : s.n., 1589]",lat/eng,West Indies/Western Hemisphere/São Tiago Island (Cabo Verde)/Santo Domingo (Dominican Republic)/Cartagena (Colombia)/Saint Augustine (Fla.)/Great Britain,"Drake, Francis,--approximately 1540-1596--Travel--West Indies/West Indies Expedition, 1585-1586/Western Hemisphere--Discovery and exploration--Maps--Early works to 1800/São Tiago Island (Cabo Verde)--Aerial views--Early works to 1800/Santo Domingo (Dominican Republic)--Aerial views--Early works to 1800/Cartagena (Colombia)--Aerial views--Early works to 1800/Saint Augustine (Fla.)--Aerial views--Early works to 1800/Great Britain--History, Naval--Tudors, 1485-1603--Maps--Early works to 1800/Western Hemisphere/Cabo Verde--São Tiago Island/Dominican Republic--Santo Dominigo/United States--Florida--Saint Augustine/Colombia--Cartagena","[Map and views illustrating Sir Francis Drake's West Indian voyage, 1585-6]."
cartographic,1 view : col. ; 36 x 72 cm.,1889,https://tile.loc.gov/storage-services/service/gmd/gmd382/g3824/g3824j/ct003257.gif,"Aerial view of the Johnstown vicinity showing the route of the waters of the Johnstown Flood of 31 May 1889 and the devastated areas resulting from them./Relief shown by landform drawings./Devastated areas, buildings, and débris accumulations shown pictorially./Includes inset col. ill. of ""South Fork Dam"", inset of upstream area traversed by the Pennsylvania Railroad, and inset cross-section of dam./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3824j.ct003257,"Lee, Alex. Y./Pennsylvania Railroad.","[Pittsburgh?] : A.Y. Lee, c1889.",eng,"Pennsylvania--Johnstown (Cambria County)/Pennsylvania--Conemaugh Valley/Johnstown (Cambria County, Pa.)/Conemaugh Valley (Pa.)/South Fork Dam (Pa.)","Floods--Pennsylvania--Johnstown (Cambria County)--Aerial views/Floods--Pennsylvania--Johnstown (Cambria County)--Maps/Floods--Pennsylvania--Conemaugh Valley--Aerial views/Floods--Pennsylvania--Conemaugh Valley--Maps/Johnstown (Cambria County, Pa.)--Aerial views/Conemaugh Valley (Pa.)--Aerial views/South Fork Dam (Pa.)--Charts, diagrams, etc/United States--Pennsylvania--Johnstown (Cambria County)/United States--Pennsylvania--Conemaugh Valley","Bird's-eye view of the Conemaugh Valley from Nineveh to the lake, Johnstown, Pa. : from personal sketches and surveys of the Pennsylvania R.R. by permission"
cartographic,"1 manuscript map : color, mounted on paper ; 55 x 99 cm + 1 manuscript drawing (color, mounted on cloth and laminated ; 39 x 52 cm)",1845,https://tile.loc.gov/storage-services/service/gmd/gmd373/g3734/g3734a/ct003779r.gif,"Shows buildings pictorially./Pen-and-ink and watercolor./Oriented with north to the right./Folded vertically, with losses in the upper half./Profiles on verso: The hill east & west -- The hill north & south -- Shape of the road from one bridge to the other./Accompanying drawing shows three Shaker buildings, annotated, probably incorrectly, in pencil in lower margin as: 1. Hancock Mass. ; 2. Mt. Lebanon, South family, NY. ; 3. Mt. Lebanon, NY., Shaker meeting house./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3734a.ct003779r/http://hdl.loc.gov/loc.gmd/g3734a.ct003779v/http://hdl.loc.gov/loc.gmd/g3734a.ct003780,"Bussell, Joshua H., 1816-1900, cartographer.","[Alfred, Maine] : Joshua H. Bussell, August 28, 1845.",eng,Maine--Alfred/Alfred (Me. : Town),Shaker architecture--Maine--Alfred--Maps/Shaker architecture--Pictorial works/Alfred (Me. : Town)--Maps/United States--Maine--Alfred (Town),"A plan of Alfred, Maine"
cartographic/collection,"33 map sheets in 26 folders in 1 drawer : some color, some photocopies ; various sizes",1932,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-050/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-050,,"[Various places] : [various publishers], [1932-1965]",eng,Yosemite National Park (Calif.),Yosemite National Park (Calif.)--Maps/United States--California,[Maps of California--various subjects parks Yosemite 1932-1965]
cartographic,1 view : col. ; 42 x 58 cm.,1935,https://tile.loc.gov/storage-services/service/gmd/gmd428/g4282/g4282g/ct003337.gif,A panoramic view./Relief shown pictorially./Available also through the Library of Congress Web site as a raster image./Inset map of dam area with north oriented towards the lower right.,http://hdl.loc.gov/loc.gmd/g4282g.ct003337,"Lindgren, Jolly.","Spokane, Wash. : Lindgren Bros., c1935.",eng,Grand Coulee Dam Region (Wash.)/Grand Coulee (Wash. : Coulee)/Dry Falls (Wash.),Grand Coulee Dam Region (Wash.)--Maps/Grand Coulee (Wash. : Coulee)--Maps/Dry Falls (Wash.)--Maps/United States--Washington (State)--Grand Coulee Dam Region/United States--Washington (State)--Grand Coulee (Coulee)/United States--Washington (State)--Dry Falls,"A hysterical map of the Grand Coulee Dam (to be the world's largest concrete example), also the Grand Coulee & Dry Falls : a land of game & scenic splendor"
cartographic/collection,"60 map sheets in 34 folders in 1 drawer : some color, some photocopies ; various sizes",1864,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:pa:-0:27:pa-027:pa-027-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Pennsylvania as a whole covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.pa-027,,"[Various places] : [various publishers], [from approximately 1864 to 1964]",eng,Pennsylvania,Pennsylvania--Maps/United States--Pennsylvania,[Maps of Pennsylvania--various subjects Pb-Poss]
cartographic,1 map ; 52 x 64 cm,1740 d1849,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3803/g3803o/la000541.gif,"Pictorial history map with drawings of early buildings/settlers/events and with names of early settlers/landowners./""© Annie Olmstead Peet 1963.""/LC copy imperfect: Laminated, mounted on cloth backing, rubber-stamped./LC copy accompanied by letter handwritten by Annie O. Peet, Rochester N.Y., allowing the map to be reproduced without the specific permission of the creator./LC Land ownership maps, 541/Includes numerous historical notes in the map area, ancillary illustrations of historic buildings, illustration (bust) of ""Judge William Cooper"", and illustration (bust) of ""James Fenimore Cooper""./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3803o.la000541,"Peet, Annie Olmstead.","[Rochester, N.Y.?] : [Annie Olmstead Peet], [1963], © 1963",eng,New York (State)--Otsego County/Otsego County (N.Y.),"Otsego County (N.Y.)--History--Colonial period, ca. 1600-1775--Maps/Otsego County (N.Y.)--History--1775-1865--Maps/Colonists--New York (State)--Otsego County--Maps/Landowners--New York (State)--Otsego County--Maps/United States--New York (State)--Otsego County",Otsego County before 1850.
cartographic,1 ms. map : col. ; 59 x 96 cm.,1813,https://tile.loc.gov/storage-services/service/gmd/gmd408/g4084/g4084p/ct001213.gif,"Ms. pictorial map showing troop positions during the Siege of Fort Meigs, Perrysburg (Ohio), 1813./Pen-and-ink and watercolors./Text, descriptive notes, and poem are mechanically printed on the sheet./Brittle, missing sections of margin/border, mounted on cloth backing./Originally drawn on 2 sheets./Available also through the Library of Congress Web site as a raster image./Includes text, notes, poem, and col. ill. of U.S. flag.",http://hdl.loc.gov/loc.gmd/g4084p.ct001213,"Sebree, William, 1776-1827.",1813,eng,Fort Meigs (Ohio),"Fort Meigs (Ohio)--Maps/Fort Meigs (Ohio)--Siege, 1813--Maps/United States--Ohio--Fort Meigs","Plan of Fort Meigs' and its environs : compricing [sic] the operations of the American forces, under Genl. W.H. Harrison, and the British Army and their allies, under Genl. Proctor and Tecumseh"
cartographic,1 map : col. ; 57 x 83 cm.,1946,https://tile.loc.gov/storage-services/service/gmd/gmd370/g3701/g3701a/ct003098.gif,Pictorial map./Shows characters and names or titles from American folklore superimposed on a map of the United States./Available also through the Library of Congress Web site as a raster image./3 copies.,http://hdl.loc.gov/loc.gmd/g3701a.ct003098,"Gropper, William, 1897-/Associated American Artists.","[New York : Associated American Artists], c1946.",eng,United States,United States--Maps/Folklore--United States--Maps/United States,"William Gropper's America, its folklore."
cartographic/collection,"63 map sheets in 37 folders in 1 drawer : some color, some photocopies ; various sizes",1871,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:58:ks-058:ks-058-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas City, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps and may also show various subjects, such as land owners and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-058,,"[Various places] : [various publishers], [from approximately 1871 to 1966]",eng,Kansas--Kansas City/Kansas City (Kan.),Landowners--Kansas--Kansas City--Maps/Kansas City (Kan.)--Maps/United States--Kansas,[Maps of Kansas--cities and towns Kansas City]
cartographic,"1 map : col. ; 26 x 111 cm., on sheet 76 x 64 cm. + text ([1] leaf, 27 x 14 cm.)",1850 d1859,https://tile.loc.gov/storage-services/service/gmd/gmd404/g4042/g4042m/ct003556.gif,"Covers Mississippi River from Hannibal, Mo. to ""Pikesville,"" Miss./Pictorial map./Includes July 1959 to June 1960 calendar./Available also through the Library of Congress Web site as a raster image./LMP",http://hdl.loc.gov/loc.gmd/g4042m.ct003556,"Henry, Everett.","Cleveland, Ohio : Harris-Intertype Corp., c1959.",eng,Mississippi River,"Literary landmarks--Mississippi River--Maps/Twain, Mark,--1835-1910.--Adventures of Huckleberry Finn--Maps/Finn, Huckleberry--(Fictitious character)/Mississippi River--Maps/Mississippi River--Calendars/United States--Mississippi River",The adventures of Huckleberry Finn from the book by Mark Twain : [Mississippi River]
cartographic,"2 maps on 1 sheet : both sides, col. ; 46 x 56 cm. and 61 x 47 cm., sheet 63 x 59 cm., folded to 21 x 10 cm.",1942,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3850/g3850/ct001035r.gif,"""142.""/Selected buildings shown pictorially on city map./Title from panel./""Copyright, General Drafting Co., Inc.""/Includes text, indexes to points of interest, Alexandria inset, sector diagram, col. ill., and advertisement./Available also through the Library of Congress Web site as a raster image./LC copy torn along fold lines./DCP",http://hdl.loc.gov/loc.gmd/g3850.ct001035r/http://hdl.loc.gov/loc.gmd/g3850.ct001035v,General Drafting Company./Standard Oil Company.,"[New York?] : Standard Oil Company of New Jersey, [1942]",eng,Washington Metropolitan Area/Washington (D.C.),Roads--Washington Metropolitan Area--Maps/Washington (D.C.)--Maps/United States--District of Columbia--Washington,"Esso pictorial guide to Washington, D.C., and vicinity : 1942."
cartographic,1 map ; 47 x 58 cm,1609 d1809,https://tile.loc.gov/storage-services/service/gmd/gmd380/g3803/g3803o/la000536.gif,"Pictorial history map with drawings of early buildings/settlers/events and with names of early settlers/landowners./Relief shown pictorially./""Buildings marked * are standing in 1935.""/""Copyright Jan. 1, 1936.""/LC Land ownership maps, 536/Includes numerous historical notes in map area, inset of ""approximate location of original patents"", illustration (bust) of George Washington, illustration of ""Delaware Chief Cahoonzie"", 3 illustrations of Revolutionary War generals, and illustration of ""Orange County seal""./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3803o.la000536,"Peet, Annie Olmstead./Smith, Roscoe William, 1877-1976.","Monroe, N.Y. : Roscoe W. Smith, [1936], © 1936",eng,New York (State)--Orange County/Orange County (N.Y.),"Orange County (N.Y.)--History--Colonial period, ca. 1600-1775--Maps/Orange County (N.Y.)--History--1775-1865--Maps/Colonists--New York (State)--Orange County--Maps/Landowners--New York (State)--Orange County--Maps/Land grants--New York (State)--Orange County--Maps/United States--New York (State)--Orange County",Orange County before 1810
cartographic/collection,"52 maps in 32 folders in 1 drawer : some color, some photocopies ; various sizes.",1885,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:12:hi-012:hi-012-02-01/full/pct:12.5/0/default.jpg,"This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps show islands of Hawaii, as well as various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./LC Trails, 101, 116/Available also through the Library of Congress Web site as a raster image./HI-12-01 through HI-12-34.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-012/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-012,,"[Various places] : [various publishers], [from approximately 1885 to 1966]",eng,Hawaii/Kauai (Hawaii)/Kaʻū District (Hawaii),Coasts--Hawaii--Maps/Islands--Hawaii--Maps/Parks--Hawaii--Maps/Outdoor recreation--Hawaii--Maps/Trails--Hawaii--Maps/Kauai (Hawaii)--Maps/Kaʻū District (Hawaii)--Maps/United States--Hawaii/United States--Hawaii--Kauai/United States--Hawaii--Kaʻū District,[Maps of Hawaii--islands I-K]
cartographic,"1 map ; 48 x 44 cm., on sheet 61 x 46 cm., folded to 23 x 11 cm.",1966,https://tile.loc.gov/storage-services/service/gmd/gmd374/g3742/g3742w/ct005513.gif,"Pictorial map./Relief shown pictorially and by spot heights./Title from panel./At lower left: Culverwell -- Ted Ray./Includes location map, notes, text, and ill./Text and ill. on verso./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g3742w.ct005513,"United States. Forest Service. Eastern Region./Ray, Ted.","[Milwaukee, Wis.?] : Forest Service, Eastern Region, U.S. Dept. of Agriculture, [1966?]",eng,White Mountain National Forest (N.H. and Me.),White Mountain National Forest (N.H. and Me.)--Maps/United States--New Hampshire--White Mountain National Forest/United States--Maine--White Mountain National Forest,"White Mountain National Forest, New Hampshire, Maine"
cartographic,"4 maps and 4 diagrams on 8 sheets ; 41 x 89 cm or smaller, sheets 45 x 92 cm or smaller, folded to 23 x 14 cm, jointly in pocket envelope 24 x 15 cm",1950,https://tile.loc.gov/storage-services/service/gmd/gmd384m/g3841m/g3841pm/gct00485/cs000001.gif,"The maps show the proposed route for an automobile parkway following the Chesapeake & Ohio Canal between the Washington (D.C.) boundary and Cumberland (Md.)./Title from title page of accompanying text./In upper margin on all sheets: National Park Service./Statement of attribution at foot of title on the three 1:75,000-scale map sheets: Branch of Development, National Capital Parks, U.S. Department of the Interior./Additional statement of attribution in lower left margin on the 1:75,000-scale sheets: National Park Service, Branch of Development, History Division, National Capital Parks, Bureau of Public Roads./Each of the 1:75,000-scale maps includes several circular insets, a sheet assembly diagram, and pictorial illustrations in the map area./Accompanied by text booklet (81st Congress, 2d Session--House Document No. 687): Chesapeake & Ohio Canal report--Letter from Assistant Secretary of the Interior (x, 87 pages : illustrations, tables, diagrams; 24 cm)./Available also through the Library of Congress Web site as a raster image./In lower margin on all sheets: 71542 O - 50.",http://hdl.loc.gov/loc.gmd/g3841pm.gct00485,"United States. National Park Service, cartographer./National Capital Parks Service, cartographer./United States. Bureau of Public Roads, cartographer./United States. Government Printing Office, publisher.","Washington [D.C.] : United States Government Printing Office, 1950., [Washington, D.C.] : NCP [National Capital Parks], [1950]",eng,Maryland,"Parkways--Maryland--Planning--Maps/Highway planning--Maryland--Maps/Chesapeake and Ohio Canal (Md. and Washington, D.C.)--Maps/United States--Maryland/United States--Maryland--Chesapeake and Ohio Canal",Chesapeake & Ohio Canal report
cartographic,col. map on sheet 97 x 64 cm.,1975,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3852/g3852n/ct005167.gif,"Oriented with north toward the lower left./Bird's-eye view./""Based on Zoo master plan for 1976.""/Available also through the Library of Congress Web site as a raster image./DCP/AACR2",http://hdl.loc.gov/loc.gmd/g3852n.ct005167,"Frost, Hugh./Little People Press.","[Annandale, Va.] Little People Press, c1975.",eng/engspa,,National Zoological Park (U.S.)--Maps/United States--District of Columbia--Washington,"New zoo map, National Zoological Park, Washington, D.C. Nuevo mapa del zoologico."
cartographic,"1 map and 4 views : hand col. ; 41 x 54 cm. or smaller, on sheets ca. 51 x 64 cm. or smaller.",158509 d158607,https://tile.loc.gov/storage-services/service/gmd/gmd3m/g3291m/g3291sm/grb00002/ca000001r.gif,"The first engraving is a map of Drake's voyage [showing Europe, western Africa, northern South America, and eastern North America]; the four other engravings consist of bird's-eye battle plan views of the cities of Santiago, Santo Domingo, Cartagena, and St. Augustine, Florida./4 bird's-eye views and 1 map./Relief shown pictorially on bird's-eye views./Voyage map in English; city maps in Latin./Title supplied by cataloger./Map and views created to illustrate Bigges' and Croftes' Summarie and true discourse of Sir Frances Drake's West Indian voyage, 1589./Provenance: Gift of Jay I. Kislak Foundation./Orientation varies./Kraus, H.P. Sir Francis Drake, p. 121-7/Available also through the Library of Congress Web site as a raster image./Includes hand col. ill./Select features alphabetically indexed on bird's-eye views, views not accompanied by index key./""The verso of each sheet is numbered in ink in an identical early hand ""1 [through] 5"" in the following sequence: 1. 'Voyadge', 2. S. Domingo, 3. Cartagena, 4. S. Augustine, 5. Santiago.""--Auction catalog./All sheets vertically fold-lined at center./Kislak accession no. 1991.322.01.0003/Kislak accession no. 1991.322.02.0003/Kislak accession no. 1991.322.03.0003/Kislak accession no. 1991.322.04.0003/Kislak accession no. 1991.322.05.0003/Former call number: G3934.S2 1589 .B6/G3934.S2 1589 .B6 Copy 1 previously shelved under: G3934.S2 1589 .W4 Copy 1. he01 2009-05-04.",http://hdl.loc.gov/loc.gmd/g3291sm.grb00002/http://hdl.loc.gov/loc.gmd/g3934s.ct000068,"Boazio, Baptista./Bigges, Walter, -1586./Croftes, Lieutenant./Jay I. Kislak Collection (Library of Congress)/Hans and Hanni Kraus Sir Francis Drake Collection (Library of Congress)","[London? : s.n., 1589]",lat/eng,West Indies/Western Hemisphere/São Tiago Island (Cabo Verde)/Santo Domingo (Dominican Republic)/Cartagena (Colombia)/Saint Augustine (Fla.)/Great Britain,"Drake, Francis,--approximately 1540-1596--Travel--West Indies/West Indies Expedition, 1585-1586/Western Hemisphere--Discovery and exploration--Maps--Early works to 1800/São Tiago Island (Cabo Verde)--Aerial views--Early works to 1800/Santo Domingo (Dominican Republic)--Aerial views--Early works to 1800/Cartagena (Colombia)--Aerial views--Early works to 1800/Saint Augustine (Fla.)--Aerial views--Early works to 1800/Great Britain--History, Naval--Tudors, 1485-1603--Maps--Early works to 1800/Western Hemisphere/Cabo Verde--São Tiago Island/Dominican Republic--Santo Dominigo/United States--Florida--Saint Augustine/Colombia--Cartagena","[Map and views illustrating Sir Francis Drake's West Indian voyage, 1585-6]."
cartographic/collection,"43 map sheets in 39 folders in 1 drawer : some color, some photocopies ; various sizes",1857,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:65:ks-065:ks-065-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas cities and towns, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps and may also show various subjects, such as land owners and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-065,,"[Various places] : [various publishers], [from approximately 1857 to 1959]",eng,Kansas/Topeka (Kan.),Cities and towns--Kansas--Maps/Landowners--Kansas--Maps/Topeka (Kan.)--Maps/United States--Kansas,[Maps of Kansas--cities and towns Se-Topeka 1882-1951
cartographic/collection,"31 maps in 23 folders in 1 drawer : some color, some photocopies ; various sizes.",1878,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:13:hi-013:hi-013-02-01/full/pct:12.5/0/default.jpg,"This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps also show various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image./HI-13-02 through HI-13-23.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-013/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-013,,"[Various places] : [various publishers], [from approximately 1878 to 1969]",eng,Hawaii/Lanai (Hawaii)/Maui (Hawaii),Coasts--Hawaii--Maps/Islands--Hawaii--Maps/Parks--Hawaii--Maps/Outdoor recreation--Hawaii--Maps/Trails--Hawaii--Maps/Lanai (Hawaii)--Maps/Maui (Hawaii)--Maps/United States--Hawaii/United States--Hawaii--Lanai/United States--Hawaii--Maui,[Maps of Hawaii--islands La--Maui to 1905]
cartographic/collection,"33 map sheets in 26 folders in 1 drawer : some color, some photocopies ; various sizes",1932,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:ca:-0:50:ca-050:ca-050-01-01/full/pct:12.5/0/default.jpg,"This record covers single maps of California covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, and may also include plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./Available also through the Library of Congress Web site as a raster image.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.ca-050/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ca-050,,"[Various places] : [various publishers], [1932-1965]",eng,Yosemite National Park (Calif.),Yosemite National Park (Calif.)--Maps/United States--California,[Maps of California--various subjects parks Yosemite 1932-1965]
cartographic,1 map : col. ; 69 x 97 cm.,1919,https://tile.loc.gov/storage-services/service/gmd/gmd385/g3851/g3851a/ct004563.gif,"F35114 U.S. Copyright Office/Major buildings shown pictorially./English and Spanish./Alternate title at lower left: Mapa foto-pictórico de la parte central de Washington / por Emilio L. Scharf, Ph.D./""Publisht [sic] in English, Spanish, German and French.""/Some maps have streets colored in red. Others have them uncolored./Includes notes and index to points of interest./LC copy 2 halved and mounted on cloth backing./Available also through the Library of Congress Web site as a raster image./2 copies/DCP",http://hdl.loc.gov/loc.gmd/g3851a.ct004563,"Scharf, Emilio L.","Washington, D.C. : E.L. Scharf, c1919",eng/engspa,Washington (D.C.),Washington (D.C.)--Maps/Buildings--Washington (D.C.)--Maps/Central business districts--Washington (D.C.)--Maps/United States--District of Columbia--Washington,Scharf's International pictorial map of central Washington.
cartographic,"1 map : hand colored, mounted on cloth backing ; 42 x 84 cm",1854 d1954,https://tile.loc.gov/storage-services/service/gmd/gmd419/g4191/g4191s/ct007703.gif,"Relief shown pictorially./Pictorial map showing the Mormon, Oregon, Ox Bow, and California trails; routes of the Lewis & Clark, Mallet Brothers and Long expeditions; and historical sites./""This map prepared courtesy of the First National Bank of Omaha, the oldest national bank from Omaha West.""/Includes text, index to historic sites, inset of ""Territory of Nebraska, showing original boundaries as created in 1854"" with note, and color illustrations./LC copy has rubber-stamped with number ""313-A"" in lower left margin./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g4191s.ct007703,"Clarke, Walter F., cartographer./First National Bank (Omaha, Neb.), contributor./Nebraska State Historical Society, contributor.","[Omaha, Nebraska] : [publication not identified], [1954?], [Omaha, Nebraska] : Reproduced by Epsen Litho-Omaha, [1954?]",eng,Nebraska,"Nebraska--Historical geography--Maps/Historic sites--Nebraska--Maps/Nebraska--Centennial celebrations, etc.--Maps/United States--Nebraska","Nebraska Territory, May 1854 : Nebraska centennial, 1854-1954 : this map is the Nebraska section of the Nebraska Territory established May 1854 : authenticated by the Nebraska State Historical Society"
cartographic/collection,"35 map sheets in 32 folders in 1 drawer : some color, some photocopies ; various sizes",1630,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:me:-0:61:me-061:me-061-00001/full/pct:12.5/0/default.jpg,"Title supplied by cataloger./This record covers single maps of Portland, Maine, showing various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and may also include photocopies of printed or manuscript single maps as well as some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.me-061,,"[Various places] : [various publishers], [1630-1963]",eng,Maine--Portland,Landowners--Maine--Portland--Maps/Portland (Me.)--Maps/Portland Metropolitan Area (Me.)--Maps/Portland Region (Me.)--Maps/United States--Maine,[Maps of Maine--cities and towns Portland subjects A-Z]
